id,title,date,for,against,For_Main_Points,against_Main_Points
d20100413,Organic Food Is Marketing Hype,2010-04-13,"['Dennis Avery', 'Blake Hurst', 'John Krebs']","['Charles Benbrook', 'Urvashi Rangan', 'Jeffrey Steingarten']","['Organic foods, which are marketed as a healthier alternative, do not provide substantial health benefits compared to foods produced on conventional farms.', 'While general pesticide use does not pose a major health threat to consumers, the natural pesticides used by organic farmers can be more dangerous than the synthetic pesticides used in conventional farming.', 'There are a billion hungry people in the world—we cannot ignore the trade-offs of organic farming, which requires more land and leads to more soil erosion than conventional farming.']","['Because organic farming prioritizes land conservation and biodiversity, it provides consumers the option of purchasing goods produced using environmentally conscious practices.', 'Pesticides, which are banned on organic farms, have been found to harm children and fetuses, and the runoff from their use creates dead zones, areas unable to foster non-algae life, in rivers and oceans.', 'Organic farm practices ensure animals are humanely raised and protect against antibiotic overuse, which has led to outbreaks of antibiotic resistant bacteria on conventional farms.']"
d20100316,Don't Blame Teachers Unions For Our Failing Schools,2010-03-16,"['Kate McLaughlin', 'Gary Smuts', 'Randi Weingarten']","['Terry Moe', 'Rod Paige', 'Larry Sand']","['Teachers unions should not be the scapegoat for the root causes of failing schools, such as inadequate school funding, unengaged school communities, and ineffective leadership.', 'Collective bargaining rights ensure quality teachers are incentivized to work in public schools by securing financial incentives, good working conditions, and necessary education resources are readily available.', 'Teachers unions advocate for education reform, including introducing professional development programs that increase teacher quality and growth.', 'The states with the highest student achievement are the most unionized, including most prominently Massachusetts, one of the most unionized states in the country which sees higher achievement than any other state.']","['Teachers unions were created to advocate for teachers, and consequently prioritize teachers’ interests — such as compensation and job stability — over the educational interests of students.', 'Teachers’ unions take measures to ensure membership remains high, including prioritizing seniority over performance, blocking teacher accountability measures, and advocating for teachers charged with misconduct, even at the risk of impeding students’ ability to learn.', 'Teachers unions control both sides of schoolboard bargaining tables, using their political capital to elect schoolboard and other officials who will institute and block reforms as the union sees fit.', 'In the interest of self-preservation, teachers unions have coerced states into capping the number of charter schools able to open in certain districts, effectively blocking school choice for many parents.']"
d20100209,The U.S. Should Step Back From Its Special Relationship With Israel,2010-02-09,"['Roger Cohen', 'Rashad Khalidi']","['Stuart Eizenstat', 'Itamar Rabinovich']","['Because of its unconditional support, the United States is unable to speak openly and critically of Israel’s mistakes.', 'America cannot act as an honest intermediary of Israeli-Palestinian peace negotiations, thus ensuring continued conflict in the region and providing fodder for terrorist groups that use Israel’s occupation as a recruitment tool.', 'America’s unwavering alliance with Israel has led Arab nations to question American intentions in the Middle East and has hindered opportunities for military, economic, and political collaboration between the United States and other nations in the region.']","['If the United States wavers in its commitment to Israel, it will send a strong message that its alliances are unstable, undermining American hegemony and weakening its relationships abroad.', 'The American military benefits immensely from its relationship to Israel, particularly in terms of intelligence sharing on terrorism, joint military actions, and in Israel’s actions to prevent proliferation in Iraq and Syria.', 'Because the United States enjoys a special relationship with Israel, it is uniquely suited to broker a two-state solution given the Israeli incentive to negotiate with Palestinian leadership is to preserve its alliance with the United States.']"
d20100119,California Is The First Failed State,2010-01-19,"['Andreas Kluth', 'Bobby Shriver', 'Sharon Waxman']","['Gray Davis', 'Van Jones', ""Lawrence O'Donnell""]",,"['', '']"
d20091201,America Is To Blame For Mexico's Drug War,2009-12-01,"['Andres Martinez', 'Jeffrey Miron', 'Fareed Zakaria']","['Asa Hutchinson', 'Chris W. Cox', 'Jorge Castaneda']","['Because the U.S. has not taken adequate action to prevent the illegal smuggling of weapons across the border, many of the guns used in drug-related violence in Mexico can be traced back to the United States.', 'The U.S. government has failed to effectively regulate and manage its $65 billion market for illegal drugs and has left Mexico with the geographic disadvantage of being placed between a booming market and a major source of its products, including Colombia and Bolivia.', 'For decades, America has pressured its allies to prohibit drugs and enforce anti-drug policies; this global criminalization of the drug trade has forced the drug industry to forgo legal conflict resolution structures and resort to violence and vigilante justice.']","['Mexico’s government limits American aid in combating drug-trafficking from Mexico into the United States, claiming that direct U.S. intervention violates Mexican sovereignty.', 'America is not to blame for the culture of political corruption in Mexican governance that has allowed for the breakdown of Mexican law-enforcement and ability of drug cartels to operate with impunity.', 'Though Americans are consumers of Mexican drugs, they are not a singular market and the rise of drug cartels in Mexico cannot be solely attributed to the American markets.']"
d20091116,Obama's Economic Policies Are Working Effectively,2009-11-16,"['Lawrence Mishel', 'Steven Rattner', 'Mark Zandi']","['Eliot Spitzer', 'Allan Meltzer', 'James K. Galbraith']",,"['', '']"
d20091027,Good Riddance To Mainstream Media,2009-10-27,"['John Hockenberry', 'Jim VandeHei', 'Michael Wolff']","['Katrina vanden Heuvel', 'David Carr', 'Phil Bronstein']","['As advertisers moved online and to alternative platforms, the traditional media monopoly on advertising came to an end and made the mainstream media’s business model obsolete.', 'Americans should be exposed to a variety of new, independent voices and mainstream media’s extraordinary power to shape the national agenda should no longer go unchecked.', 'Mainstream media has failed in its responsibility to maintain objectivity and provide the facts and analysis Americans need to make decisions as a society.', 'In an attempt to improve ratings and readership and thus deepen profits, mainstream media organizations have focused on entertainment rather than substance and have forgone traditional journalistic values.']","['Without long-standing media institutions like the New York Times, there would be few outlets with the resources and influence to protect against government overreach on First Amendment rights or advocate for the interests of journalists.', 'While independent media often provides analysis and diversity of ideas, it relies heavily on the original reporting done by mainstream organizations and often serves as aggregators of media rather than original content creators.', 'In-depth investigative journalism, critical to the maintenance of a free press and society, requires the substantial resources and expertise of mainstream organizations.', 'While mainstream media should adapt to meet the demands of a new consumer age, it also must ensure that reliable voices are the gatekeepers of credible information.']"
d20091012,America Cannot And Will Not Succeed In Afghanistan/Pakistan,2009-10-12,"['Steven Clemons', 'Patrick Lang', 'Ralph Peters']","['James Shinn', 'John Nagl', 'Steve Coll']","['Regardless of America’s ability to stem insurgency, Afghanistan’s tribal makeup, fraught with historical alliances and rivalries, inhibits the ability of a centralized body to govern the country’s arbitrary borders.', 'To ensure long-term political change in AfPak, the United States will need to commit extensive military and economic resources, which the American citizenry will not support.', 'Stabilizing Afghanistan is unlikely to substantially reduce the threat of Islamist groups as the terrorists will simply flee to Pakistan, which continues to harbor Taliban leadership, and other hospitable regions.']","['If America withdraws troops and support, AfPak will destabilize and the Taliban will return to power, thus establishing a safe-haven for terrorists and increasing threats to American security, guaranteeing the need for future intervention.', 'Because stability in Afghanistan and Pakistan is a global security priority, the United States has international support and should capitalize on the investments of other nations to secure lasting peace in the region.', 'While corruption and weak leadership present real challenges, public opinion in Afghanistan and Pakistan has turned against al Qaeda and the Taliban, and the U.S. should work to support this momentum.']"
d20090921,Buy American/Hire American Policies Will Backfire,2009-09-21,"['Jagdish Bhagwati', 'Douglas Irwin', 'Susan Schwab']","['Jeff Madrick', 'John R. MacArthur', 'Leo Gerard']","['Increasing production costs on civic projects, like critical infrastructure repair, by mandating the purchase of higher-priced American goods costs taxpayers more while delivering less.', 'When American companies are mandated to purchase higher-cost American products, they hire fewer workers and create fewer jobs.', 'Without the ability to hire the best and brightest from around the world, American innovation will suffer while foreign markets become more competitive.']","['“Buy American/Hire American” policies ensure American companies, and consequently American workers, are the beneficiaries of municipal projects funded by American taxpayers.', 'Buying American helps to sustain the nation’s industrial economy, which creates demand for engineering and innovation on American soil.', 'Many of America’s trade partners, like France and China, have enacted domestic policies that ensure state funds benefit national companies—the U.S. must do the same to remain competitive.']"
d20090512,Diplomacy With Iran Is Going Nowhere,2009-05-12,"['Liz Cheney', 'Dan Senor']","['R. Nicholas Burns', 'Kenneth Pollack']","['The Obama administration has privately and publically offered direct, unconditional talks to the Iranian regime and the Iranians have failed to respond: there is no active diplomacy with Iran.', 'Successful diplomacy with Iran requires both meaningful incentives and the threat of military force if diplomacy should fail; neither has been implemented by the Obama administration.', ""The Obama administration's unrequited attempts to engage in dialogue with Iran displays American weakness in the region and constitutes a failure to act on Iranian aggression.""]","['While U.S. diplomacy with Iran has been unsuccessful, future diplomacy to quell Iran’s nuclear ambitions will include the Russians, Chinese and the European Union and should be pursued.', 'Ending diplomacy would collapse any potential for a peaceful outcome and would allow Iran to build a nuclear arsenal unencumbered by American interference.', 'The U.S. would not benefit from taking unilateral action against Iran and, until America’s allies are convinced that a good faith effort has been made, the U.S. should continue pursuing diplomacy.']"
d20090421,It's Wrong To Pay For Sex,2009-04-21,"['Melissa Farley', 'Catharine MacKinnon', 'Wendy Shalit']","['Sydney Barrows', 'Tyler Cowen', 'Lionel Tiger']","['The sex industry, which includes clothing, strip clubs, and film, is well established; paying for sex is simply a continuation of an already entrenched social and economic practice.', 'Sex crimes often associated with prostitution, such as rape, human trafficking and underage sexual activity, should not be conflated with the legitimate sale of sex between consenting adults that possess the agency to make informed and meaningful decisions for themselves.', 'Just as individuals have the right to decide to use their bodies in laborious careers such as construction, they also have the right to employ their bodies for financial gain.', 'Prostitution is a historically prevalent practice and, if society accepted its role in social and economic life, could be better regulated to prevent abuse and exploitation.']","['Prostitution offends the basic moral structure of a society and perpetuates a sexually exploitative culture in which traditional values are undermined for the sake of lust and commerce.', 'Because a legal market drives demand, the sale of sex accommodates illicit trafficking of underage girls, particularly in impoverished countries.', 'Prostitution perpetuates sex-inequality and violence against women as it coerces low-income women, who often are financially responsible for children or siblings, into sex against their will.', 'Research on the long-term effects of prostitution shows that women who engage in sex acts for money face long-term psychological consequences.']"
d20090317,Blame Washington More Than Wall Street for the Financial Crisis,2009-03-17,"['Niall Ferguson', 'John Steele Gordon', 'Nouriel Roubini']","['Alex Berenson', 'Jim Chanos', 'Nell Minow']","['The Fed supplied far too much credit with too little supervision, allowing the banks to assume off-balance sheet liabilities and contingent obligations with no disclosure and with no capital requirements.', 'The Securities and Exchange Commission under Christopher Cox allowed leverage in the banking system to spiral out of control, particularly in the case of the big investment banks.', 'As Fannie Mae and Freddie Mac were leveraged 65-to-1, the White House challenged lenders to create 5.5 million new minority homeowners and George W. bush signed the American Dream Downpayment Initiative, thus laying the groundwork for the housing bubble.']","['Regardless of shortcomings in government regulations, Wall Street cannot use the government as a scapegoat to deny responsibility for its own risky practices and policies, particularly given Wall Street lobbyist efforts to create policies favorable to large banks.', 'Financial companies were responsible for structured securities, a construct of the ratings agencies that turned subprime mortgages and other deceptive credits into Triple A securities.', 'The big five investment banking firms irresponsibly managed assets greater than the national budget; they were leveraged greater than 30 to 1, their assets were frequently risky and illiquid and they were financed with mostly liabilities payable on demand.']"
d20090203,The Art Market is Less Ethical than the Stock Market,2009-02-03,"['Richard Feigen', 'Michael Hue-Williams', 'Adam Lindemann']","['Amy Cappellazzo', 'Chuck Close', 'Jerry Saltz']","['The common practice of chandelier bidding, in which an auctioneer introduces bids on behalf of the seller until a desired price is met, manipulates buyers and artificially inflates the art market.', 'Though works of art have become serious financial assets, the government treats art as a luxury market that does not require the oversight and regulation mandated in other major markets.', 'Unlike securities, there are no two works of art that are identical, in the same condition or endowed with the same credentials; the only source of price comparison is auction data bases, which are flawed.']","['The art market is rightly valued based on public appreciation of the art; the government does not have a place in assigning financial value to specific works.', 'If someone were to lose money in the stock market, they wouldn’t hang their stocks on the wall; the art market is based on more than an economic exchange and thus shouldn’t be held to the same expectations.', 'Unlike other commodities that can be valued in comparison to similar goods, the value of art is subject to historic, emotional and intellectual context.']"
d20090113,Major Reductions in Carbon Emissions are Not Worth the Money,2009-01-13,"['Peter Huber', 'Bjorn Lomborg', 'Philip Stott']","['L. Hunter Lovins', 'Oliver Tickell', 'Adam Werbach']",,
d20081202,Bush 43 is the Worst President of the Last 50 Years,2008-12-02,"['Simon Jenkins', 'Jacob Weisberg']","['William Kristol', 'Karl Rove']","['President Bush invaded Iraq under false pretenses and mismanaged U.S. occupation, creating long-term challenges for national and global security.', 'Despite inheriting a budget surplus when he assumed office, President Bush’s presidency ended with the nation deeply in debt and on the edge of an economic recession.', 'The Bush administration’s response to Hurricane Katrina was a national embarrassment.', 'Under President Bush, the United States isolated numerous former allies and fostered widespread animosity toward American intervention abroad.']","['The Bush Administration prevented attacks on U.S. soil following September 11, 2011.', 'Saddam Hussein’s regime could not be contained indefinitely, and North Korea and Iran were developing nuclear weapons; the Bush administration made the difficult decision to intervene before these situations got worse.', 'Despite some tension with Europe, Bush’s foreign policy in relation to India, China and Japan has been successful and will likely remain unchanged by the Obama administration.', 'Though the Bush administration failed to prevent economic downturn, the deregulation that is often cited as its cause was signed into law by President Bill Clinton.']"
d20081118,Google Violates its Don't Be Evil Motto,2008-11-18,"['Harry Lewis', 'Randal C. Picker', 'Siva Vaidhyanathan']","['Esther Dyson', 'Jim Harper', 'Jeff Jarvis']","['Google’s dominance in its market, including its attempts to muscle out Microsoft, Amazon and eBay, constitute an economic and social hazard given the company’s widespread control over public opinion and vital services.', 'Google threatens individual privacy as personal details such as one’s address, political donation history and phone number are readily available to anyone with Internet access.', 'To make a profit, Google acquiesced to the Chinese government’s censorship demands and continues to perpetuate that government’s distorted lens.', 'The inclusion of paid advertisements in Google searches represents a violation of public trust and allows the company to exert undue influence over public opinion in the interest of profit.']","['Google brings information and empowerment to the masses in a way that was unimaginable before the company was founded.', 'The services Google provides connect intellectuals and researchers around the world and allow for unprecedented progress in critical fields such as science, technology, and medicine.', 'Despite notable concessions to the Chinese government, the existence of Google in China allows Chinese citizens to access otherwise unavailable information about foreign entities and creates expectations around transparency that challenge censorship.', 'Google has been a leader in developing the technologies that many rely on, including map services, connectivity tools, email, and others—all of which it has released to the public for free.']"
d20081028,Guns Reduce Crime,2008-10-28,"['Stephen Halbrook', 'Gary Kleck', 'John R. Lott']","['John J. Donohue', 'Paul Helmke', 'R. Gil Kerlikowske']","['Because law-enforcement cannot be present at every crime, having guns in the hands of the law-abiding populace deters crime.', 'As seen in Washington D.C. in 1976, Chicago in 1982, and the UK in 1997, bans on guns encourage only law-abiding citizens to relinquish their firearms and directly result in increased crime rates.', 'Policies that allow law-abiding citizens to carry weapons while also restricting those with a history of violence from gun ownership make it more challenging for criminals to successful commit their intended crimes.']","['Widespread gun ownership does not deter criminals; it simply normalizes gun presence in day-to-day life and compels criminals to use guns in their illegal acts.', 'Civilians that look to guns for personal security are often poorly trained and may do more harm than good when attempting to prevent a perceived crime.', 'Prevalent gun ownership fosters a secondary market in which guns are sold or lent to individuals who are not licensed or eligible to own a weapon and who harbor the intent to commit crimes.']"
d20081007,America is Finally Winning the War in Iraq,2008-10-07,"['Frederick W. Kagan', 'General Jack Keane']","['Sir Malcolm Rifkind', 'Charles Ferguson']","['In Iraq today, schools and universities are open, marketplaces are teeming, and people are engaging in social activities; this marks a dramatic change from the chaotic state of the country in 2006.', 'The nation has begun a political reconciliation with a growing number of citizens engaged in the political process and more than 500 parties formed.', 'Iraqi security forces are now fighting alongside the American army to combat enemy militias without the hindrance of sectarian infighting, which promises a future of Iraqi-led national security.']","['Due to America’s poorly planned occupation, Iraq remains socially and politically unstable: its infrastructure is demolished, many former military personnel were abruptly unemployed, and the majority of the nation’s physicians are dead.', 'Iraq’s current political leadership constitutes an uneasy coalition of sectarian individuals with an extensive history of violence that has not been reconciled.', 'In committing vast resources to a now strife-ridden Iraq, the United States has weakened its own, and Iraq’s, ability to combat Iran’s nuclear development and rise to regional prominence.']"
d20080916,Universal Health Coverage Should be the Federal Government's Responsibility,2008-09-16,"['Dr. Art Kellermann', 'Paul Krugman', 'Michael Rachlis']","['Michael F. Cannon', 'Sally Pipes', 'John Stossel']",,
d20080513,We Should Legalize the Market for Human Organs,2008-05-13,"['Lloyd R. Cohen', 'Amy L. Friedman', 'Sally Satel']","['James F. Childress', 'Francis L. Delmonico', 'David Rothman']","['Those in need of human organs cannot rely on altruism alone; there must also be a legal incentive to create the necessary supply.', 'A legal, regulated organ market would not only save lives, it would disincentivize individuals from turning to the often medically unsound and violent black market.', 'Compensation is legal for pregnancy surrogacy, egg donation and participation in medical trials; organ donation for profit would not constitute an unprecedented medical or social practice.', 'Though insurance companies now legally pay for the immediate costs associated with an organ donation, legalizing organ sales would help cover long-term medical costs for donors.']","['Allowing individuals to contract the sale of their cadaveric organs would increase distrust and fear around organ donation, particularly as potential donors fear being declared dead prematurely.', 'Legalizing the sale of organs would increase the number of Americans that travel to developing nations in search of cheap human organs, motivating the poor to turn to organ harvesting for financial refuge.', 'If human organs become a commodity, donation rates will dwindle as potential donors see the exchange as a sale rather than an altruistic act.', 'The ability to purchase human organs, rather than wait on a donor list, would ensure only wealthy individuals have access to this life-saving treatment.']"
d20080415,Islam Is Dominated By Radicals,2008-04-15,"['Daveed Gartenstein-Ross', 'Paul Marshall', 'Asra Q. Nomani']","['Reza Aslan', 'Richard Bulliet', 'Edina Lekovic']","['The spread of Islamic extremism by the Saudis has led to the institutionalized radicalization of Muslim populations around the world.', 'The voices of moderate individuals within the Muslim community are drowned out by the dominant radical ideology.', 'Western Muslims have begun, in some instances, to express radical ideologies, demonstrating its spread across varied cultures and customs.']","['The majority of the Muslim population, more than 1 billion people around the world, is moderate and rejects violence and extremism.', 'Most Muslims that advocate violence do so for secular reasons that are often politically and economically motivated.', 'The majority of Muslims are harshly critical of al Qaeda and other Islamic groups, whose violence often targets Muslim communities.']"
d20080311,Tough Interrogation of Terror Suspects is Necessary,2008-03-11,"['Rick Francona', 'Heather Mac Donald', 'David Rivkin']","['Jack Cloonan', 'John Hutson', 'Darius Rejali']","['When traditional techniques do not work, American interrogators must be granted additional means to prevent America’s enemies from waging war and killing innocents.', 'Harsh interrogation tactics have precedence in history and in modern warfare; America should not adhere to restrictive prisoner treatment standards when there is no reciprocity abroad.', 'America’s enemies are not entitled the protections afforded to its citizens.']","['Torture of even the most dangerous prisoners undermines American values both at home and abroad.', 'Torture inevitably leads to faulty information and corrupt intelligence that compromises legitimate American efforts and puts troops in harm’s way.', 'American use of harsh interrogation techniques encourages its enemies to engage in similar, or more inhumane, tactics on American prisoners.']"
d20080212,America Should be the World's Policeman,2008-02-12,"['Max Boot', 'Michael Mandelbaum', 'Douglas Murray']","['Ian Bremmer', 'Ellen Laipson', 'Matthew Parris']","['No nation or international collective has effectively upheld international law; without American enforcement, the world would fall to chaos and violence.', 'America must safeguard its own interests and security by intervening in global conflict and working to construct strong governance where it does not currently exist.', 'America has a moral obligation to uphold the values of democracy and human rights around the world.']","['America faces dire need at home, and should fix itself before looking abroad.', 'America does not have the resources or cultural knowledge to serve as global policeman, especially in areas that do not directly benefit American interests.', 'Regional autonomy and global leadership must be considered; America does not have the right to intervene anytime, anywhere.']"
d20080115,We Should Accept Performance-Enhancing Drugs in Competitive Sports,2008-01-15,"['Radley Balko', 'Norman Fost', 'Julian Savulescu']","['George Michael', 'Dale Murphy', 'Richard Pound']","['Innovation in sports, such as new technology and medically based training techniques, should be welcomed, not stifled.', 'Steroids are used in various medical treatments and other enhancers, such as alcohol and caffeine, are used in daily life without recourse; athletes shouldn’t be subject to regulations not otherwise imposed on the general public.', 'Professional sports are inherently dangerous as competitive athletes push their bodies to the limit; steroid use is no different.', 'Prohibiting performance-enhancing drugs causes more harm to athletes, as it forces athletes to take drugs in secret and ensures that these drugs are not regulated.']","['Performance-enhancing drugs give using athletes an unfair and unnatural advantage over their competitors.', 'If performance-enhancing drugs are not banned, athletes will be compelled to sacrifice their immediate and long-term health to remain competitive throughout their often short-lived careers.', 'If permitted by professional athletic leagues, young and aspiring athletes would be pressured to take drugs, therefore compromising their health and wellbeing.', 'Steroids and other drugs compromise the integrity of competitive sport as a whole; they eliminate the element of natural competition and tarnish the tradition of sport as a wholesome cultural pastime.']"
d20071204,Aid to Africa is Doing More Harm Than Good,2007-12-04,"['George Ayittey', 'William Easterly', 'David Rieff']","['C. Payne Lucas', 'John McArthur', 'Gayle Smith']","['Foreign aid sent to Africa undermines national agency and allows outsiders to yield undue influence in the region.', 'Despite substantial investments in African development, quality of life for many African people is still critically low and the money intended to help the most desperate simply isn’t reaching them.', 'Aid money, which is allocated based on the funders’ priorities, impacts national agendas and creates a culture of dependence that stifles real growth and development.']","['Assistance programs, such as those that eradicated smallpox and currently fight AIDS, are critical to ensuring the safety and health of many individuals in Africa.', 'Externally funded programs that prioritize African needs and interests create meaningful and lasting change in African social and economic structures.', 'In addition to moral arguments for sending aid to Africa, there is an inherent global security interest in promoting African development and fostering economic, social and political stability in African nations.']"
d20071113,It's Time to End Affirmative Action,2007-11-13,"['John H. McWhorter', 'Terence J. Pell', 'Joseph C. Phillips']","['Khin Mai Aung', 'Kimberle W. Crenshaw', 'Tim Wise']","['While affirmative action was created to serve as a “tiebreaker” between two equally matched candidates, it has been expanded to allow racial preference in the name of campus diversity.', 'Racial preferences create a stigma around the qualifications of its recipients, and calls into question their ability to succeed in the academic or professional environment.', 'Enrolling students in universities where their peers are better prepared and better qualified sets them up to do poorly and negates the intended benefits of affirmative action as a social policy.', 'Students of color should not be expected to serve as a cultural liaison in classrooms; using diversity as a justification for admission is unfair to prospective students.']","['Affirmative action rightly corrects a history of oppression and systemic racism that continues to negatively impact people of color.', 'Affirmative action ensures diversity on campus and in the workplace, to everyone’s benefit.', 'Using preferences in college admissions, including athletic, legacy, and class-based preferences, is a deeply ingrained practice.', 'Decisions based on standardized tests and secondary school quality unfairly favor students with more affluent backgrounds; affirmative action serves to mitigate this inequality.']"
d20071030,Russia is Becoming Our Enemy Again,2007-10-30,"['Claudia Rosett', 'Bret Stephens', 'J. Michael Waller']","['Nina Khrushcheva', 'Robert Legvold', 'Mark Medish']","['Russia’s focus on modernizing its military capabilities, including building an intercontinental ballistic missile force and nuclear submarines, does not reflect a nation seeking peace with the West.', 'To deflect attention from their increasingly autocratic policies and practices, Russian leaders are stoking nationalistic sentiment against American values and customs.', ""The Russian government's lack of diligence in addressing incidents like Alexander Litvinenko's suspicious death represent an apathy toward diplomacy with the West.""]","['The ideological divide that consumed global affairs during the Cold War era is over; America can disagree with a nation’s internal politics without declaring that nation an enemy.', 'Russia’s growing push for influence in global affairs and demands of national sovereignty make Russia a challenge to some American interests, but not an enemy.', 'Russia and the United States have a shared interest in combating security issues, such as the rise of Islamic extremism, and it remains in both nations’ best interest to work together.']"
d2007100902,Let's Stop Welcoming Undocumented Immigrants,2007-10-09,"['Jr. Vernon M. Briggs', 'Mark Krikorian', 'Heather Mac Donald']","['Daniel T. Griswold', 'Enrique Morones', 'Karen K. Narasaki']","['Unskilled American workers lose jobs to undocumented immigrants willing to work for less than minimum wage and in exploitative conditions.', 'Undocumented immigrants receive benefits, such as education and health care, paid for by American taxpayers.', 'Allowing immigrants to illegally obtain employment, often using false documents or Social Security numbers, without recourse serves as tacit approval of their actions and encourages others to follow the same path.']","['The American economy relies on migrant workers to fill jobs that are not otherwise filled by American citizens.', 'Attempting to deport all undocumented immigrants living in the U.S. or allocating greater resources to boarder control measures is an expensive and futile exercise.', 'Efforts to prevent undocumented immigrants from entering the country increase the prevalence of illegal smugglers and migrant deaths, and deter American resources that are better served ensuring national security.']"
d2007100901,Big Government Is Stifling The American Spirit,2007-10-09,"['Arthur Laffer', 'Phil Gramm']","['Nouriel Roubini', 'Laura Tyson']","['Our growing national debt is a national crisis. When economic freedom is imperiled, prosperity wanes. Under our current budget, by the end of the decade our national debt will be 90 cents out of every dollar of goods and services produced annually in America.', 'It was government intervention in the housing market under President Clinton that led to the housing bubble and financial crisis.', 'The 9 states without income taxes are growing faster and attracting more people than the 9 states with the highest income taxes.', 'The rich are already pay a disproportionately higher share of taxes, and these high taxes essentially tie the hands of those who are in a position to innovate and create jobs.']","['Lowering tax rates is not going to force government to cut government spending. We want government to do a lot, but we don’t want to pay for it. 78% say entitlement costs are a major problem, but 56% say no to tax increases and 66% say no to benefit cuts.', 'The repeal and limiting of financial industry regulation played a huge role in causing the financial crisis.', 'When there are crises—as in the financial crisis, which was created by the private sector—it’s government that steps in to clean the mess. In the case of Hurricane Katrina, the government failed by not doing enough.', 'Government also has a role to play in technological innovation by supporting research and education. We have DARPA to thank for the internet, and the National Institute of Health to thank for many of our new drugs.']"
d20070918,Spreading Democracy in the Middle East is a Bad Idea,2007-09-18,"['Flynt Leverett', 'Dimitri K. Simes', 'Shibley Telhami']","['Liz Cheney', 'Danielle Pletka', 'Natan Sharansky']","['Democratization in the Middle East should be the result of regional revolution and the legitimate political will of its people, not American intervention.', 'Overthrowing existing leaders in the name of democracy often leads to the installation of oppressive leaders who seize power when their nations are politically, socially and economically destabilized.', 'The act of promoting democracy in the Middle East, which often directly conflicts with the will of existing governments and political leaders, would inspire more terrorist attacks and further harm American interests.']","['America cannot maintain its image as a beacon of democracy and freedom if it fails to support the democratic will of historically oppressed people.', 'Terrorist groups thrive in areas that perpetuate a sense of political hopelessness; building democracy diminishes those strongholds and restrains America’s enemies abroad.', 'Fostering stability and democracy in the Middle East directly benefits American economic interests as it fosters the creation of global allies and reduces the need for foreign humanitarian aid.']"
d20070516,Beware the Dragon: A Booming China Spells Trouble for America,2007-05-16,"['Bill Gertz', 'John J. Mearsheimer', 'Michael Pillsbury']","['James McGregor', 'Daniel H. Rosen', 'J. Stapleton Roy']","['China’s rapidly developing military technology, including anti-missile defense systems, may compromise American security and interests.', ""A growing China will seek dominance in Asia, diminishing America's influence in the region."", 'Popular culture in China is largely nationalistic and anti-American, and that sentiment will likely spread as the country gains economic and political capital in international relations.']","['China’s economic boom benefits everyone, including the U.S., as China grows as a trade partner and global consumer.', 'As China becomes more prominent and culturally exposed, its growing middle class will likely call for substantial government and social overhaul.', 'China does not have the political or economic infrastructure to deal with its unprecedented economic growth, and will likely face domestic upheaval that will stifle its ability to engage on the world stage.']"
d20070418,Better More Domestic Surveillance Than Another 9/11,2007-04-18,"['David Frum', 'Andrew C. McCarthy', 'John Yoo']","['Bob Barr', 'Jeffrey Rosen', 'Nadine Strossen']","['Unlike previous wars, the war on terror lacks a geographic framework and requires increased global surveillance to monitor enemy activity and ensure national security.', 'An individual right to privacy does not eclipse the collective right to national and public security.', 'The Fourth Amendment does not guarantee absolute freedom from government search, but rather requires those searches be justified.', 'The legal parameters around what justifies a government search must be expanded; by the time an individual is proven to be a terrorist, it is often too late for surveillance.']","['Expanding government reach during an open-ended conflict ensures “wartime” powers have no established end date and leaves Americans vulnerable to government overreach in the name of security.', 'Targeted search is more effective than widespread surveillance that allows government to collect the data of innocent Americans.', 'The Fourth Amendment protects against unreasonable search and seizures and should not be violated or tempered.', 'The government should enhance foreign intelligence gathering and reduce barriers to interagency information sharing before seeking to undercut American freedoms.']"
d20070314,Global Warming is Not a Crisis,2007-03-14,"['Michael Crichton', 'Richard S. Lindzen', 'Philip Stott']","['Brenda Ekwurzel', 'Gavin Schmidt', 'Richard C.J. Somerville']",,"['', '']"
d20070207,America is Too Damn Religious,2007-02-07,"['Susan Jacoby', 'Rev. Barry W. Lynn', 'Alan Wolfe']","['Jean Bethke Elshtain', 'William A. Galston', 'Albert J. Raboteau']","['While the separation of church and state is heralded as a cornerstone of American democratic ideals, many U.S. laws and policies are based in religious values, particularly those governing the right to marry and the inclusion of Evolution in school curriculums.', 'Though there is no religious requirement to run for public office in the U.S., many politicians invoke religious values and seek support from religious organizations to win elections.', 'Despite the American promise of a secular government, American taxpayers subsidize religious organizations through tax-funded grants and the availability of tax benefits to religious groups.']","['Any attempt to limit an individual’s ability to employ their religious beliefs in their political actions would violate American’s First Amendment right to free exercise of religion and freedom of speech.', 'Americans face no political or economic penalty for choosing not to associate with a religious community or organization, and secular citizens are guaranteed equal protection under the law.', 'As moral values decline and social need increases, Americans would benefit from a renewed commitment to religious values like caring for the sick or helping the needy.']"
